,total,available_cells,max_tile,monotonic,smoothness,merge_pairs,merge_score,center_edges_diff,max_tile_in_corner,depth,pruned,elapsed_time
0,15.0,14,0,0,0.0,0,0.0,0.0,1.0,42,0,0.20059
1,16.0,13,0,0,-0.0,1,1.0,1.0,1.0,54,0,0.214303
2,13.0,12,0,0,-0.0,1,1.0,0.0,0.0,50,0,0.215298
3,19.0,12,0,0,-1.0,2,3.0,3.0,2.0,42,0,0.217136
4,17.0,12,0,0,-2.0,1,2.0,3.0,2.0,54,0,0.207483
5,14.0,12,0,0,-3.0,0,0.0,2.0,3.0,54,0,0.210237
6,16.0,11,0,0,-2.0,2,2.0,2.0,3.0,50,0,0.221084
7,16.0,11,0,0,-3.0,1,2.0,3.0,3.0,46,0,0.223073
8,20.0,11,0,0,-2.0,2,4.0,4.0,3.0,34,0,0.228572
9,20.0,11,0,0,-2.0,1,3.0,5.0,3.0,42,0,0.214273
10,19.0,10,0,0,-3.0,3,5.0,4.0,3.0,54,0,0.206436
11,20.0,10,0,0,-3.0,2,4.0,6.0,3.0,50,0,0.207899
12,21.0,10,0,0,-3.0,2,5.0,6.0,3.0,54,0,0.205854
13,15.0,11,0,0,-4.0,0,0.0,4.0,4.0,54,0,0.206851
14,14.0,10,0,0,-5.0,1,1.0,4.0,4.0,38,0,0.213318
15,17.0,10,0,0,-4.0,2,3.0,4.0,4.0,58,0,0.212509
16,20.0,10,0,1,-4.0,2,4.0,5.0,4.0,42,0,0.209991
17,19.0,10,0,2,-4.0,1,2.0,5.0,4.0,58,0,0.213088
18,21.0,10,0,1,-4.0,1,3.0,7.0,4.0,58,0,0.210915
19,22.0,10,0,0,-4.0,2,5.0,7.0,4.0,46,0,0.21338
20,22.0,10,0,1,-4.0,1,4.0,7.0,4.0,62,0,0.204393
21,20.0,9,0,1,-6.0,1,4.0,8.0,4.0,62,0,0.208516
22,21.0,8,0,1,-6.0,2,5.0,9.0,4.0,66,0,0.20751
23,22.0,8,0,1,-6.0,2,6.0,9.0,4.0,74,0,0.211161
24,22.0,7,0,1,-6.0,3,7.0,9.0,4.0,58,0,0.205601
25,22.0,6,0,1,-7.0,5,10.0,8.0,4.0,70,0,0.201932
26,22.0,6,0,1,-7.0,4,10.0,8.0,4.0,66,0,0.20142
27,18.0,6,0,1,-8.0,3,7.0,8.0,4.0,90,0,0.207807
28,21.0,8,0,0,-6.0,3,6.0,8.0,5.0,50,0,0.202444
29,20.0,9,0,1,-7.0,1,3.0,9.0,5.0,54,0,0.203728
30,16.0,9,0,1,-8.0,2,2.0,7.0,5.0,58,0,0.21417
31,20.0,10,0,2,-6.0,0,0.0,9.0,5.0,50,0,0.213223
32,15.0,9,0,2,-9.0,0,0.0,8.0,5.0,70,0,0.211168
33,11.0,8,0,1,-10.0,1,1.0,6.0,5.0,58,0,0.206093
34,14.0,8,0,0,-10.0,3,5.0,6.0,5.0,58,0,0.203196
35,14.0,8,0,1,-9.0,2,5.0,4.0,5.0,58,0,0.200498
36,22.0,9,0,1,-6.0,2,7.0,6.0,5.0,54,0,0.206986
37,24.0,8,0,1,-6.0,4,9.0,7.0,5.0,58,0,0.211092
38,17.0,8,0,1,-10.0,2,7.0,6.0,5.0,42,0,0.211465
39,16.0,8,0,0,-9.0,2,6.0,6.0,5.0,54,0,0.209432
40,17.0,8,0,0,-9.0,3,8.0,5.0,5.0,58,0,0.213603
41,21.0,9,0,0,-7.0,2,8.0,6.0,5.0,62,0,0.207109
42,19.0,9,0,1,-8.0,2,6.0,6.0,5.0,66,0,0.206144
43,17.0,8,0,1,-9.0,1,5.0,7.0,5.0,74,0,0.208224
44,13.0,8,0,1,-10.0,0,0.0,8.0,6.0,66,0,0.212652
45,12.0,7,0,1,-11.0,1,1.0,8.0,6.0,46,0,0.213027
46,16.0,7,0,1,-10.0,2,3.0,9.0,6.0,74,0,0.203272
47,18.0,8,0,1,-8.0,1,2.0,9.0,6.0,62,0,0.201686
48,19.0,7,0,1,-8.0,2,5.0,8.0,6.0,66,0,0.222364
49,15.0,6,0,1,-10.0,2,5.0,7.0,6.0,74,0,0.210593
50,17.0,7,0,0,-11.0,3,6.0,9.0,6.0,58,0,0.210847
51,18.0,7,0,1,-10.0,2,5.0,9.0,6.0,70,0,0.201598
52,14.0,7,0,0,-13.0,2,6.0,8.0,6.0,78,0,0.201576
53,16.0,8,0,3,-10.0,1,3.0,6.0,6.0,62,0,0.212462
54,15.0,7,0,2,-11.0,3,5.0,6.0,6.0,66,0,0.209999
55,13.0,7,0,2,-12.0,1,3.0,7.0,6.0,46,0,0.212748
56,12.0,6,0,2,-13.0,2,4.0,7.0,6.0,66,0,0.206583
57,15.0,6,0,2,-12.0,2,5.0,8.0,6.0,66,0,0.204574
58,11.0,6,0,0,-12.0,3,4.0,7.0,6.0,66,0,0.202802
59,18.0,8,0,1,-8.0,1,2.0,9.0,6.0,70,0,0.209144
60,15.0,8,0,3,-10.0,0,0.0,8.0,6.0,70,0,0.203534
61,6.0,7,0,1,-12.0,2,4.0,6.0,0.0,66,0,0.211953
62,9.0,6,0,2,-14.0,2,4.0,5.0,6.0,54,0,0.201229
63,11.0,6,0,2,-14.0,2,5.0,6.0,6.0,70,0,0.208193
64,4.0,7,0,2,-18.0,0,0.0,7.0,6.0,74,0,0.202936
65,11.0,6,0,1,-13.0,2,5.0,6.0,6.0,62,0,0.217664
66,14.0,7,0,0,-14.0,2,6.0,9.0,6.0,82,0,0.209183
67,17.0,8,0,1,-12.0,2,8.0,6.0,6.0,50,0,0.202089
68,20.0,8,0,0,-10.0,3,10.0,6.0,6.0,62,0,0.202277
69,21.0,8,0,0,-10.0,3,11.0,6.0,6.0,58,0,0.201437
70,21.0,8,0,0,-10.0,3,12.0,5.0,6.0,62,0,0.202573
71,18.0,8,0,1,-11.0,3,8.0,6.0,6.0,62,0,0.209469
72,19.0,8,0,1,-10.0,2,8.0,6.0,6.0,50,0,0.208537
73,19.0,8,0,2,-11.0,2,7.0,7.0,6.0,70,0,0.201582
74,13.0,9,0,2,-11.0,1,1.0,5.0,7.0,46,0,0.204421
75,19.0,9,0,2,-8.0,1,2.0,7.0,7.0,66,0,0.212338
76,19.0,9,0,1,-8.0,1,3.0,7.0,7.0,62,0,0.207148
77,22.0,9,0,1,-7.0,2,5.0,7.0,7.0,50,0,0.215817
78,19.0,9,0,0,-9.0,2,6.0,6.0,7.0,66,0,0.203439
79,19.0,10,0,0,-10.0,2,4.0,8.0,7.0,50,0,0.224986
80,16.0,11,0,0,-9.0,0,0.0,7.0,7.0,54,0,0.216788
81,15.0,10,0,2,-12.0,0,0.0,8.0,7.0,62,0,0.211268
82,7.0,9,0,0,-8.0,1,1.0,5.0,0.0,50,0,0.200062
83,15.0,9,0,2,-12.0,0,0.0,9.0,7.0,54,0,0.202757
84,14.0,8,0,1,-12.0,2,2.0,8.0,7.0,34,0,0.210754
85,15.0,8,0,2,-12.0,0,0.0,10.0,7.0,66,0,0.202963
86,12.0,7,0,1,-14.0,2,3.0,8.0,7.0,46,0,0.200459
87,17.0,7,0,1,-12.0,2,3.0,11.0,7.0,62,0,0.213499
88,19.0,8,0,1,-10.0,1,2.0,11.0,7.0,70,0,0.209682
89,15.0,7,0,2,-13.0,1,2.0,10.0,7.0,82,0,0.207402
90,15.0,7,0,4,-13.0,1,1.0,9.0,7.0,58,0,0.204995
91,16.0,7,0,3,-12.0,1,2.0,9.0,7.0,74,0,0.202711
92,14.0,6,0,4,-14.0,2,3.0,8.0,7.0,66,0,0.203001
93,15.0,7,0,3,-12.0,1,1.0,9.0,7.0,78,0,0.207856
94,15.0,7,0,4,-12.0,0,0.0,9.0,7.0,78,0,0.204627
95,11.0,6,0,1,-13.0,2,5.0,5.0,7.0,82,0,0.205609
96,12.0,5,0,3,-14.0,2,4.0,7.0,7.0,82,0,0.205361
97,17.0,6,0,2,-12.0,2,6.0,8.0,7.0,50,0,0.202766
98,21.0,6,0,2,-11.0,4,9.0,8.0,7.0,58,0,0.203387
99,21.0,7,0,2,-12.0,3,7.0,10.0,7.0,66,0,0.212828
100,18.0,7,0,1,-12.0,2,5.0,10.0,7.0,62,0,0.20554
101,19.0,7,0,2,-12.0,1,4.0,11.0,7.0,66,0,0.210476
102,17.0,7,0,2,-13.0,1,2.0,12.0,7.0,54,0,0.205443
103,16.0,7,0,2,-14.0,1,1.0,13.0,7.0,70,0,0.20613
104,17.0,7,0,2,-13.0,0,0.0,14.0,7.0,58,0,0.20325
105,14.0,6,0,3,-15.0,1,1.0,12.0,7.0,78,0,0.211198
106,17.0,6,0,2,-14.0,2,3.0,13.0,7.0,66,0,0.204381
107,18.0,7,0,3,-12.0,0,0.0,13.0,7.0,78,0,0.201258
108,17.0,6,0,1,-14.0,2,8.0,9.0,7.0,70,0,0.21149
109,15.0,7,0,1,-14.0,1,1.0,13.0,7.0,66,0,0.206271
110,17.0,7,0,1,-14.0,1,2.0,14.0,7.0,70,0,0.211863
111,17.0,6,0,1,-14.0,3,4.0,13.0,7.0,70,0,0.2052
112,17.0,6,0,1,-12.0,1,2.0,13.0,7.0,78,0,0.209347
113,14.0,6,0,1,-14.0,0,0.0,14.0,7.0,70,0,0.201958
114,14.0,5,0,1,-16.0,2,3.0,14.0,7.0,74,0,0.206862
115,18.0,5,0,1,-13.0,2,4.0,14.0,7.0,86,0,0.209859
116,13.0,5,0,1,-15.0,1,3.0,12.0,7.0,98,0,0.208549
117,18.0,5,0,1,-16.0,2,6.0,15.0,7.0,82,0,0.203292
118,16.0,5,0,1,-16.0,2,5.0,14.0,7.0,82,0,0.209805
119,19.0,5,0,2,-14.0,2,6.0,13.0,7.0,58,0,0.200771
120,14.0,6,0,2,-15.0,2,4.0,10.0,7.0,66,0,0.209912
121,22.0,7,0,2,-12.0,2,6.0,12.0,7.0,62,0,0.2068
122,17.0,8,0,1,-14.0,0,0.0,15.0,7.0,70,0,0.205409
123,14.0,7,0,1,-16.0,1,1.0,14.0,7.0,78,0,0.209493
124,17.0,7,0,1,-14.0,1,1.0,15.0,7.0,62,0,0.200146
125,16.0,7,0,2,-14.0,0,0.0,14.0,7.0,82,0,0.20972
126,14.0,6,0,1,-16.0,1,5.0,11.0,7.0,66,0,0.205647
127,17.0,6,0,0,-16.0,1,6.0,14.0,7.0,74,0,0.201799
128,19.0,5,0,1,-16.0,3,8.0,14.0,7.0,78,0,0.20867
129,16.0,5,0,1,-18.0,2,8.0,13.0,7.0,98,0,0.208033
130,15.0,4,0,0,-18.0,3,9.0,13.0,7.0,86,0,0.209251
131,16.0,4,0,0,-18.0,3,10.0,13.0,7.0,86,0,0.215673
132,16.0,4,0,2,-19.0,3,9.0,13.0,7.0,118,0,0.204499
133,19.0,6,0,1,-16.0,3,13.0,8.0,7.0,54,0,0.206899
134,17.0,6,0,1,-16.0,2,8.0,11.0,7.0,78,0,0.204753
135,15.0,6,0,1,-17.0,1,7.0,11.0,7.0,78,0,0.200456
136,9.0,6,0,2,-16.0,1,1.0,8.0,8.0,74,0,0.210925
137,9.0,6,0,2,-16.0,1,2.0,7.0,8.0,74,0,0.202376
138,8.0,6,0,2,-17.0,0,0.0,9.0,8.0,66,0,0.200318
139,5.0,5,0,1,-20.0,0,0.0,11.0,8.0,102,0,0.200951
140,4.0,4,0,1,-21.0,1,1.0,11.0,8.0,74,0,0.202412
141,10.0,4,0,1,-17.0,2,3.0,11.0,8.0,74,0,0.203518
142,14.0,5,0,1,-16.0,3,7.0,9.0,8.0,70,0,0.207466
143,15.0,6,0,1,-13.0,1,3.0,10.0,8.0,78,0,0.207825
144,15.0,6,0,1,-16.0,1,4.0,12.0,8.0,82,0,0.203394
145,10.0,5,0,1,-20.0,2,5.0,11.0,8.0,102,0,0.207594
146,10.0,6,0,1,-16.0,3,5.0,6.0,8.0,58,0,0.203234
147,13.0,7,0,1,-16.0,3,5.0,8.0,8.0,46,0,0.203262
148,12.0,8,0,1,-13.0,0,0.0,8.0,8.0,70,0,0.206771
149,19.0,7,0,1,-14.0,2,5.0,12.0,8.0,58,0,0.201179
150,15.0,6,0,1,-17.0,3,6.0,11.0,8.0,70,0,0.205274
151,15.0,6,0,1,-17.0,2,5.0,12.0,8.0,66,0,0.204041
152,14.0,5,0,1,-18.0,3,6.0,12.0,8.0,78,0,0.208395
153,17.0,5,0,1,-16.0,3,7.0,12.0,8.0,74,0,0.202499
154,16.0,6,0,1,-14.0,2,3.0,12.0,8.0,82,0,0.213157
155,19.0,7,0,2,-11.0,0,0.0,13.0,8.0,82,0,0.206472
156,13.0,6,0,2,-14.0,2,2.0,9.0,8.0,58,0,0.20567
157,14.0,6,0,2,-16.0,0,0.0,14.0,8.0,90,0,0.205026
158,16.0,5,0,3,-14.0,2,2.0,12.0,8.0,86,0,0.20213
159,18.0,5,0,3,-13.0,2,3.0,12.0,8.0,102,0,0.203641
160,15.0,6,0,2,-14.0,0,0.0,13.0,8.0,86,0,0.202761
161,15.0,5,0,3,-13.0,0,0.0,12.0,8.0,98,0,0.200506
162,15.0,4,0,4,-14.0,1,1.0,12.0,8.0,106,0,0.201891
163,9.0,4,0,3,-18.0,0,0.0,12.0,8.0,102,0,0.205825
164,5.0,3,0,3,-20.0,0,0.0,11.0,8.0,154,0,0.201461
165,7.0,2,0,2,-21.0,3,6.0,10.0,8.0,62,0,0.201194
166,16.0,4,0,1,-17.0,3,9.0,11.0,8.0,98,0,0.202454
167,16.0,5,0,2,-14.0,2,3.0,12.0,8.0,58,0,0.201106
168,15.0,6,0,5,-14.0,0,0.0,10.0,8.0,94,0,0.204998
169,6.0,5,0,3,-16.0,0,0.0,6.0,8.0,90,0,0.207844
170,8.0,4,0,5,-20.0,0,0.0,11.0,8.0,122,0,0.200552
171,12.0,3,0,2,-18.0,4,7.0,10.0,8.0,74,0,0.201449
172,17.0,5,0,2,-15.0,3,6.0,11.0,8.0,70,0,0.204581
173,17.0,5,0,2,-16.0,2,6.0,12.0,8.0,78,0,0.206737
174,25.0,6,0,1,-15.0,4,10.0,15.0,8.0,66,0,0.208443
175,22.0,6,0,1,-16.0,2,8.0,15.0,8.0,86,0,0.201571
176,16.0,5,0,2,-22.0,3,9.0,14.0,8.0,70,0,0.207318
177,9.0,7,0,2,-18.0,1,2.0,8.0,8.0,66,0,0.201273
178,8.0,7,0,2,-19.0,0,0.0,10.0,8.0,62,0,0.208487
179,8.0,6,0,2,-20.0,1,1.0,11.0,8.0,78,0,0.2081
180,7.0,6,0,2,-20.0,1,1.0,10.0,8.0,78,0,0.207566
181,11.0,6,0,2,-17.0,1,1.0,11.0,8.0,90,0,0.204035
182,7.0,6,0,1,-20.0,0,0.0,12.0,8.0,90,0,0.201171
183,4.0,5,0,1,-23.0,0,0.0,13.0,8.0,106,0,0.204133
184,6.0,4,0,1,-23.0,2,3.0,13.0,8.0,82,0,0.209233
185,12.0,5,0,1,-18.0,2,4.0,12.0,8.0,74,0,0.214719
186,10.0,5,0,1,-20.0,1,3.0,13.0,8.0,86,0,0.204725
187,9.0,5,0,2,-21.0,1,1.0,14.0,8.0,78,0,0.204285
188,16.0,5,0,3,-16.0,2,6.0,10.0,8.0,78,0,0.202445
189,12.0,6,0,3,-17.0,0,0.0,12.0,8.0,86,0,0.203534
190,15.0,5,0,1,-16.0,3,9.0,8.0,8.0,66,0,0.203824
191,22.0,7,0,0,-14.0,3,9.0,12.0,8.0,62,0,0.208468
192,22.0,8,0,0,-14.0,2,8.0,12.0,8.0,66,0,0.217306
193,19.0,8,0,0,-15.0,1,6.0,12.0,8.0,70,0,0.20108
194,17.0,7,0,0,-16.0,1,6.0,12.0,8.0,66,0,0.212868
195,16.0,6,0,1,-18.0,1,6.0,13.0,8.0,86,0,0.200161
196,17.0,5,0,2,-18.0,3,8.0,12.0,8.0,54,0,0.21495
197,19.0,5,0,3,-18.0,3,9.0,12.0,8.0,102,0,0.20021
198,15.0,7,0,2,-14.0,2,4.0,8.0,8.0,54,0,0.20062
199,14.0,8,0,3,-15.0,1,2.0,8.0,8.0,74,0,0.209222
200,18.0,8,0,1,-13.0,2,4.0,10.0,8.0,58,0,0.200472
201,19.0,9,0,2,-12.0,1,4.0,8.0,8.0,66,0,0.207122
202,16.0,9,0,2,-15.0,0,0.0,12.0,8.0,62,0,0.201846
203,17.0,8,0,1,-14.0,1,1.0,13.0,8.0,58,0,0.220213
204,17.0,7,0,1,-16.0,2,3.0,14.0,8.0,66,0,0.200672
205,16.0,8,0,2,-14.0,0,0.0,12.0,8.0,50,0,0.203
206,12.0,7,0,1,-14.0,0,0.0,10.0,8.0,82,0,0.207785
207,16.0,6,0,2,-15.0,3,3.0,12.0,8.0,66,0,0.206558
208,18.0,7,0,3,-14.0,1,2.0,12.0,8.0,78,0,0.206949
209,15.0,7,0,3,-16.0,0,0.0,13.0,8.0,82,0,0.207296
210,12.0,6,0,1,-15.0,2,2.0,10.0,8.0,82,0,0.208469
211,18.0,6,0,3,-16.0,1,2.0,15.0,8.0,86,0,0.206057
212,16.0,6,0,2,-18.0,1,3.0,15.0,8.0,58,0,0.20072
213,14.0,5,0,2,-19.0,2,4.0,14.0,8.0,82,0,0.20768
214,14.0,6,0,4,-17.0,0,0.0,13.0,8.0,70,0,0.207373
215,12.0,5,0,3,-18.0,1,1.0,13.0,8.0,102,0,0.202076
216,13.0,5,0,4,-18.0,1,1.0,13.0,8.0,86,0,0.201089
217,8.0,5,0,1,-18.0,2,4.0,8.0,8.0,70,0,0.203655
218,9.0,6,0,2,-20.0,2,6.0,7.0,8.0,70,0,0.202058
219,10.0,6,0,1,-22.0,2,5.0,12.0,8.0,74,0,0.20153
220,14.0,6,0,1,-17.0,1,4.0,12.0,8.0,82,0,0.207224
221,11.0,6,0,1,-21.0,2,6.0,11.0,8.0,66,0,0.214132
222,21.0,7,0,1,-13.0,2,4.0,14.0,8.0,74,0,0.211469
223,17.0,7,0,2,-14.0,0,0.0,14.0,8.0,70,0,0.208023
224,13.0,6,0,2,-15.0,2,2.0,10.0,8.0,78,0,0.203935
225,15.0,6,0,2,-18.0,1,2.0,15.0,8.0,74,0,0.206436
226,15.0,5,0,1,-18.0,3,4.0,15.0,8.0,78,0,0.204123
227,16.0,5,0,3,-18.0,2,4.0,14.0,8.0,86,0,0.201832
228,15.0,5,0,2,-18.0,2,2.0,16.0,8.0,86,0,0.200829
229,12.0,5,0,2,-20.0,1,2.0,15.0,8.0,106,0,0.207367
230,15.0,5,0,3,-20.0,2,4.0,15.0,8.0,70,0,0.20483
231,9.0,6,0,3,-22.0,0,0.0,14.0,8.0,86,0,0.209189
232,7.0,5,0,3,-24.0,1,1.0,14.0,8.0,90,0,0.203855
233,10.0,5,0,3,-22.0,1,2.0,14.0,8.0,98,0,0.203646
234,9.0,5,0,2,-22.0,1,3.0,13.0,8.0,78,0,0.208355
235,13.0,5,0,2,-22.0,2,5.0,15.0,8.0,74,0,0.213164
236,15.0,6,0,1,-20.0,2,4.0,16.0,8.0,78,0,0.200184
237,11.0,6,0,2,-20.0,0,0.0,15.0,8.0,70,0,0.214948
238,12.0,5,0,3,-20.0,1,1.0,15.0,8.0,102,0,0.207536
239,8.0,5,0,2,-23.0,1,1.0,15.0,8.0,74,0,0.207682
240,10.0,5,0,2,-22.0,1,2.0,15.0,8.0,98,0,0.201724
241,15.0,5,0,1,-19.0,2,4.0,16.0,8.0,70,0,0.200173
242,17.0,5,0,2,-18.0,2,5.0,15.0,8.0,86,0,0.202464
243,13.0,5,0,2,-20.0,1,3.0,15.0,8.0,82,0,0.203074
244,12.0,5,0,3,-21.0,1,1.0,16.0,8.0,86,0,0.204234
245,11.0,5,0,2,-20.0,1,1.0,15.0,8.0,86,0,0.200582
246,8.0,5,0,3,-23.0,0,0.0,15.0,8.0,98,0,0.20088
247,8.0,4,0,1,-20.0,2,6.0,9.0,8.0,86,0,0.209234
248,7.0,3,0,3,-23.0,1,1.0,15.0,8.0,102,0,0.209504
249,5.0,3,0,2,-26.0,2,4.0,14.0,8.0,114,0,0.200631
250,7.0,3,0,2,-25.0,2,4.0,15.0,8.0,66,0,0.210272
251,18.0,4,0,1,-20.0,4,11.0,14.0,8.0,90,0,0.206751
252,14.0,6,0,2,-18.0,0,0.0,16.0,8.0,78,0,0.208396
253,9.0,5,0,2,-22.0,0,0.0,16.0,8.0,106,0,0.203654
254,8.0,4,0,3,-24.0,0,0.0,17.0,8.0,118,0,0.201692
255,6.0,3,0,4,-25.0,1,1.0,15.0,8.0,138,0,0.200576
256,6.0,3,0,5,-25.0,0,0.0,15.0,8.0,154,0,0.203787
257,2.0,2,0,2,-24.0,2,3.0,11.0,8.0,98,0,0.207959
258,1.0,3,0,2,-27.0,2,5.0,10.0,8.0,98,0,0.202585
259,5.0,4,0,1,-24.0,1,4.0,12.0,8.0,90,0,0.205181
260,9.0,4,0,2,-22.0,2,6.0,11.0,8.0,98,0,0.201812
261,11.0,4,0,2,-21.0,2,7.0,11.0,8.0,78,0,0.203104
262,2.0,4,0,2,-28.0,1,5.0,11.0,8.0,102,0,0.204135
263,4.0,4,0,2,-26.0,2,2.0,14.0,8.0,98,0,0.203976
264,8.0,4,0,2,-24.0,1,3.0,15.0,8.0,102,0,0.201752
265,6.0,4,0,3,-23.0,1,1.0,13.0,8.0,114,0,0.200938
266,6.0,4,0,3,-24.0,1,2.0,13.0,8.0,98,0,0.206179
267,8.0,3,0,2,-23.0,3,4.0,14.0,8.0,110,0,0.206251
268,8.0,3,0,2,-24.0,3,5.0,14.0,8.0,82,0,0.201561
269,7.0,4,0,3,-23.0,1,2.0,13.0,8.0,118,0,0.205584
270,9.0,4,0,4,-24.0,2,4.0,13.0,8.0,90,0,0.20798
271,8.0,4,0,3,-24.0,1,3.0,14.0,8.0,106,0,0.203381
272,7.0,3,0,3,-25.0,2,4.0,14.0,8.0,106,0,0.202453
273,10.0,3,0,3,-24.0,2,5.0,15.0,8.0,110,0,0.200682
274,2.0,4,0,5,-27.0,0,0.0,12.0,8.0,118,0,0.205433
275,7.0,3,0,3,-23.0,4,7.0,9.0,8.0,90,0,0.207629
276,11.0,5,0,2,-20.0,1,5.0,11.0,8.0,106,0,0.202518
277,16.0,5,0,3,-20.0,2,12.0,8.0,8.0,70,0,0.202741
278,12.0,5,0,2,-22.0,2,8.0,11.0,8.0,70,0,0.203121
279,20.0,5,0,0,-20.0,4,12.0,15.0,8.0,74,0,0.20283
280,20.0,8,0,1,-14.0,1,3.0,13.0,9.0,66,0,0.211196
281,18.0,7,0,1,-13.0,1,3.0,11.0,9.0,66,0,0.200839
282,14.0,6,0,1,-16.0,1,3.0,11.0,9.0,82,0,0.210481
