,total,available_cells,max_tile,monotonic,smoothness,merge_pairs,merge_score,center_edges_diff,max_tile_in_corner,depth,pruned,elapsed_time
1111,26.0,6,0,2,-12.0,2,2.0,17.0,11.0,78,0,0.207325
1112,22.0,6,0,3,-16.0,1,2.0,16.0,11.0,90,0,0.207373
1113,18.0,6,0,3,-20.0,0,0.0,18.0,11.0,90,0,0.204789
1114,13.0,5,0,4,-25.0,1,1.0,17.0,11.0,98,0,0.201772
1115,21.0,5,0,4,-18.0,2,2.0,17.0,11.0,82,0,0.202419
1116,19.0,5,0,4,-18.0,0,0.0,17.0,11.0,102,0,0.206559
1117,14.0,4,0,5,-24.0,1,1.0,17.0,11.0,98,0,0.203646
1118,13.0,4,0,6,-24.0,0,0.0,16.0,11.0,126,0,0.201159
1119,13.0,3,0,2,-24.0,3,6.0,15.0,11.0,74,0,0.20901
1120,20.0,5,0,2,-20.0,2,6.0,16.0,11.0,90,0,0.200978
1121,20.0,5,0,2,-22.0,3,8.0,16.0,11.0,78,0,0.201909
1122,27.0,5,0,2,-16.0,4,10.0,15.0,11.0,74,0,0.202297
1123,28.0,6,0,2,-13.0,1,5.0,17.0,11.0,82,0,0.206096
1124,22.0,6,0,1,-20.0,3,9.0,15.0,11.0,74,0,0.204539
1125,24.0,8,0,2,-16.0,1,1.0,18.0,11.0,66,0,0.205081
1126,20.0,8,0,2,-18.0,0,0.0,17.0,11.0,62,0,0.20034
1127,20.0,7,0,1,-15.0,0,0.0,16.0,11.0,82,0,0.204825
1128,20.0,6,0,2,-20.0,2,3.0,18.0,11.0,70,0,0.200092
1129,17.0,7,0,3,-20.0,0,0.0,16.0,11.0,82,0,0.203123
1130,12.0,6,0,2,-22.0,1,1.0,14.0,11.0,82,0,0.207339
1131,14.0,6,0,2,-20.0,1,1.0,14.0,11.0,82,0,0.208037
1132,14.0,6,0,2,-20.0,0,0.0,15.0,11.0,90,0,0.201925
1133,11.0,5,0,3,-20.0,0,0.0,12.0,11.0,94,0,0.208728
1134,5.0,4,0,3,-25.0,1,1.0,11.0,11.0,94,0,0.20633
1135,13.0,3,0,2,-21.0,3,4.0,14.0,11.0,54,0,0.204665
1136,15.0,4,0,2,-24.0,4,9.0,13.0,11.0,90,0,0.207177
1137,11.0,5,0,2,-24.0,2,6.0,11.0,11.0,58,0,0.204071
1138,11.0,4,0,1,-23.0,2,6.0,12.0,11.0,94,0,0.204571
1139,12.0,5,0,1,-20.0,2,2.0,13.0,11.0,90,0,0.207937
1140,14.0,5,0,1,-20.0,1,2.0,15.0,11.0,86,0,0.208025
1141,7.0,5,0,3,-27.0,1,3.0,12.0,11.0,78,0,0.205521
1142,3.0,5,0,2,-27.0,0,0.0,12.0,11.0,90,0,0.208877
1143,8.0,4,0,1,-26.0,2,3.0,15.0,11.0,94,0,0.200822
1144,4.0,5,0,2,-28.0,0,0.0,14.0,11.0,78,0,0.207745
1145,2.0,4,0,4,-30.0,0,0.0,13.0,11.0,126,0,0.202915
1146,4.0,3,0,2,-29.0,3,5.0,12.0,11.0,74,0,0.20779
1147,5.0,4,0,3,-28.0,2,3.0,12.0,11.0,102,0,0.205172
1148,9.0,4,0,3,-26.0,2,4.0,13.0,11.0,94,0,0.202416
1149,6.0,4,0,4,-27.0,1,1.0,13.0,11.0,122,0,0.200211
1150,10.0,4,0,3,-24.0,2,4.0,12.0,11.0,110,0,0.205307
1151,10.0,4,0,2,-25.0,2,4.0,14.0,11.0,122,0,0.201493
1152,11.0,5,0,2,-26.0,1,4.0,15.0,11.0,94,0,0.207732
1153,9.0,5,0,2,-28.0,1,5.0,14.0,11.0,94,0,0.209281
1154,12.0,5,0,2,-24.0,2,2.0,16.0,11.0,90,0,0.207998
1155,15.0,5,0,3,-22.0,2,4.0,14.0,11.0,62,0,0.204076
1156,9.0,5,0,3,-28.0,2,3.0,15.0,11.0,102,0,0.205677
1157,19.0,6,0,1,-18.0,2,5.0,14.0,11.0,58,0,0.201631
1158,19.0,7,0,2,-18.0,1,4.0,13.0,11.0,82,0,0.20684
1159,19.0,7,0,1,-18.0,1,1.0,17.0,11.0,82,0,0.204158
1160,19.0,7,0,1,-20.0,1,2.0,18.0,11.0,74,0,0.205628
1161,17.0,6,0,2,-22.0,2,3.0,17.0,11.0,82,0,0.205356
1162,19.0,6,0,2,-20.0,2,4.0,16.0,11.0,66,0,0.209637
1163,15.0,6,0,2,-23.0,1,1.0,18.0,11.0,90,0,0.200825
1164,14.0,6,0,3,-22.0,0,0.0,16.0,11.0,74,0,0.204925
1165,8.0,5,0,2,-23.0,1,2.0,11.0,11.0,90,0,0.205786
1166,5.0,4,0,2,-31.0,1,2.0,17.0,11.0,86,0,0.206959
1167,7.0,3,0,2,-31.0,3,4.0,18.0,11.0,102,0,0.205404
1168,7.0,3,0,1,-31.0,3,5.0,18.0,11.0,114,0,0.20014
1169,10.0,4,0,4,-25.0,0,0.0,16.0,11.0,126,0,0.202023
1170,-1.0,3,0,3,-29.0,0,0.0,11.0,11.0,158,0,0.203039
1171,5.0,2,0,2,-32.0,4,7.0,15.0,11.0,86,0,0.204868
1172,6.0,5,0,3,-27.0,0,0.0,14.0,11.0,106,0,0.200122
1173,5.0,4,0,3,-30.0,0,0.0,17.0,11.0,98,0,0.206016
1174,2.0,3,0,4,-33.0,1,1.0,16.0,11.0,150,0,0.204723
1175,8.0,3,0,4,-29.0,2,3.0,16.0,11.0,146,0,0.200236
1176,10.0,4,0,4,-27.0,1,3.0,15.0,11.0,102,0,0.20739
1177,5.0,4,0,3,-30.0,0,0.0,17.0,11.0,126,0,0.203166
1178,2.0,3,0,5,-33.0,0,0.0,16.0,11.0,110,0,0.203846
1179,12.0,2,0,2,-28.0,5,11.0,14.0,11.0,90,0,0.206113
1180,11.0,5,0,2,-26.0,1,5.0,14.0,11.0,62,0,0.200917
1181,17.0,5,0,2,-23.0,3,10.0,12.0,11.0,74,0,0.207638
1182,17.0,6,0,1,-22.0,2,5.0,16.0,11.0,74,0,0.209248
1183,15.0,7,0,3,-22.0,0,0.0,16.0,11.0,70,0,0.205712
1184,10.0,6,0,3,-26.0,1,7.0,9.0,11.0,82,0,0.202735
1185,14.0,6,0,2,-26.0,2,9.0,12.0,11.0,78,0,0.206674
1186,14.0,6,0,2,-26.0,1,8.0,13.0,11.0,66,0,0.206988
1187,7.0,6,0,2,-22.0,0,0.0,10.0,11.0,86,0,0.210129
1188,4.0,5,0,2,-25.0,0,0.0,11.0,11.0,78,0,0.208388
1189,-1.0,4,0,1,-30.0,0,0.0,13.0,11.0,114,0,0.202347
1190,6.0,3,0,1,-24.0,2,2.0,13.0,11.0,102,0,0.201114
1191,1.0,3,0,1,-29.0,1,2.0,13.0,11.0,110,0,0.207507
1192,4.0,3,0,2,-28.0,3,5.0,11.0,11.0,118,0,0.203407
1193,6.0,3,0,2,-28.0,3,6.0,12.0,11.0,118,0,0.202719
1194,7.0,5,0,2,-25.0,1,4.0,10.0,11.0,82,0,0.206501
1195,8.0,4,0,1,-22.0,2,5.0,9.0,11.0,86,0,0.200474
1196,2.0,5,0,2,-26.0,0,0.0,10.0,11.0,102,0,0.208508
1197,-1.0,4,0,2,-29.0,1,1.0,10.0,11.0,118,0,0.205537
1198,9.0,4,0,2,-24.0,3,5.0,11.0,11.0,70,0,0.211285
1199,14.0,5,0,2,-22.0,3,7.0,11.0,11.0,74,0,0.204734
1200,15.0,5,0,2,-21.0,3,8.0,10.0,11.0,58,0,0.214579
1201,11.0,6,0,2,-20.0,2,4.0,8.0,11.0,70,0,0.201682
1202,11.0,7,0,2,-20.0,0,0.0,11.0,11.0,58,0,0.203223
1203,14.0,6,0,2,-18.0,1,2.0,11.0,11.0,74,0,0.209744
1204,12.0,6,0,2,-22.0,2,4.0,11.0,11.0,74,0,0.204995
1205,17.0,6,0,1,-16.0,1,3.0,12.0,11.0,82,0,0.205418
1206,18.0,6,0,0,-16.0,3,6.0,11.0,11.0,58,0,0.202393
1207,13.0,6,0,0,-23.0,3,7.0,12.0,11.0,78,0,0.218077
1208,13.0,7,0,3,-22.0,1,2.0,12.0,11.0,74,0,0.203698
1209,20.0,7,0,1,-16.0,1,5.0,12.0,11.0,58,0,0.20983
1210,18.0,6,0,1,-18.0,2,6.0,12.0,11.0,78,0,0.201122
1211,16.0,6,0,1,-19.0,1,5.0,12.0,11.0,66,0,0.200042
1212,15.0,6,0,1,-19.0,1,1.0,15.0,11.0,78,0,0.201777
1213,11.0,6,0,1,-24.0,1,2.0,15.0,11.0,90,0,0.205253
1214,17.0,6,0,1,-20.0,1,3.0,16.0,11.0,78,0,0.200123
1215,16.0,5,0,1,-22.0,3,5.0,16.0,11.0,78,0,0.203555
1216,14.0,5,0,2,-22.0,1,3.0,15.0,11.0,90,0,0.204318
1217,11.0,5,0,2,-28.0,3,7.0,14.0,11.0,98,0,0.206507
1218,13.0,7,0,1,-24.0,0,0.0,18.0,11.0,62,0,0.202042
1219,12.0,6,0,1,-24.0,1,1.0,17.0,11.0,82,0,0.204082
1220,9.0,6,0,1,-28.0,1,2.0,17.0,11.0,70,0,0.204632
1221,6.0,6,0,2,-30.0,0,0.0,17.0,11.0,90,0,0.208383
1222,13.0,5,0,3,-24.0,2,2.0,16.0,11.0,82,0,0.206406
1223,6.0,5,0,3,-30.0,1,1.0,16.0,11.0,102,0,0.205621
1224,15.0,5,0,1,-21.0,3,7.0,12.0,11.0,74,0,0.201602
1225,17.0,5,0,5,-22.0,1,3.0,15.0,11.0,90,0,0.202971
1226,7.0,5,0,4,-29.0,1,1.0,15.0,11.0,98,0,0.201695
1227,12.0,5,0,2,-27.0,3,6.0,15.0,11.0,74,0,0.201166
1228,12.0,6,0,1,-26.0,2,6.0,14.0,11.0,82,0,0.209279
1229,8.0,6,0,3,-27.0,0,0.0,15.0,11.0,66,0,0.214143
1230,14.0,5,0,3,-22.0,2,2.0,15.0,11.0,90,0,0.204285
1231,12.0,5,0,5,-23.0,0,0.0,14.0,11.0,70,0,0.200462
1232,2.0,4,0,3,-26.0,1,1.0,9.0,11.0,110,0,0.206057
1233,1.0,4,0,3,-26.0,0,0.0,9.0,11.0,102,0,0.200384
1234,11.0,3,0,4,-24.0,1,1.0,16.0,11.0,106,0,0.202154
1235,16.0,3,0,4,-22.0,2,4.0,16.0,11.0,122,0,0.203216
1236,8.0,3,0,3,-30.0,2,5.0,16.0,11.0,90,0,0.208909
1237,11.0,4,0,3,-29.0,2,8.0,14.0,11.0,102,0,0.206803
1238,11.0,4,0,1,-28.0,3,7.0,16.0,11.0,82,0,0.205902
1239,5.0,5,0,2,-32.0,1,1.0,18.0,11.0,106,0,0.205154
1240,8.0,5,0,2,-30.0,1,2.0,18.0,11.0,78,0,0.203237
1241,12.0,5,0,1,-25.0,2,9.0,11.0,11.0,94,0,0.209832
1242,10.0,5,0,1,-25.0,1,3.0,15.0,11.0,98,0,0.203249
1243,7.0,5,0,1,-27.0,0,0.0,17.0,11.0,98,0,0.201986
1244,8.0,4,0,1,-28.0,2,3.0,17.0,11.0,90,0,0.205527
1245,10.0,5,0,3,-26.0,1,1.0,16.0,11.0,82,0,0.204115
1246,13.0,5,0,2,-24.0,2,3.0,16.0,11.0,74,0,0.204626
1247,14.0,6,0,2,-22.0,1,2.0,15.0,11.0,82,0,0.203287
1248,15.0,6,0,2,-21.0,1,1.0,16.0,11.0,94,0,0.206087
1249,17.0,6,0,2,-18.0,0,0.0,16.0,11.0,58,0,0.207775
1250,9.0,5,0,1,-25.0,1,3.0,14.0,11.0,94,0,0.207256
1251,16.0,5,0,1,-23.0,2,6.0,16.0,11.0,74,0,0.201075
1252,15.0,6,0,2,-19.0,2,2.0,13.0,11.0,82,0,0.205101
1253,13.0,6,0,1,-22.0,1,2.0,15.0,11.0,82,0,0.209152
1254,16.0,6,0,1,-20.0,1,3.0,15.0,11.0,82,0,0.211609
1255,14.0,5,0,1,-22.0,1,3.0,16.0,11.0,90,0,0.201938
1256,8.0,4,0,2,-29.0,1,1.0,19.0,11.0,118,0,0.200372
1257,14.0,4,0,1,-22.0,2,4.0,16.0,11.0,90,0,0.202228
1258,6.0,5,0,3,-27.0,1,2.0,12.0,11.0,94,0,0.212004
1259,5.0,5,0,4,-27.0,0,0.0,12.0,11.0,102,0,0.208305
1260,4.0,4,0,4,-29.0,1,1.0,13.0,11.0,74,0,0.201743
1261,10.0,4,0,3,-22.0,1,1.0,13.0,11.0,106,0,0.204252
1262,10.0,4,0,4,-22.0,0,0.0,13.0,11.0,90,1,0.200594
1263,0.0,3,0,4,-31.0,0,0.0,13.0,11.0,170,0,0.204027
1264,-1.0,2,0,4,-30.0,0,0.0,12.0,11.0,186,0,0.20292
1265,-5.0,1,0,3,-33.0,1,1.0,12.0,11.0,250,0,0.201824
1266,2.0,1,0,3,-30.0,2,4.0,13.0,11.0,166,3,0.203941
1267,3.0,1,0,3,-31.0,2,5.0,14.0,11.0,242,0,0.202523
1268,5.0,2,0,2,-33.0,2,8.0,15.0,11.0,134,0,0.202963
1269,4.0,2,0,4,-34.0,2,6.0,15.0,11.0,194,0,0.202979
1270,2.0,3,0,1,-30.0,2,4.0,13.0,11.0,102,0,0.201925
1271,3.0,3,0,2,-28.0,1,1.0,14.0,11.0,122,0,0.201664
1272,0.0,3,0,3,-32.0,1,1.0,14.0,11.0,142,0,0.204694
1273,5.0,3,0,2,-26.0,1,2.0,13.0,11.0,118,0,0.206071
1274,4.0,3,0,2,-26.0,1,1.0,13.0,11.0,130,0,0.201498
1275,-1.0,3,0,3,-31.0,0,0.0,13.0,11.0,122,2,0.204636
1276,-7.0,2,0,2,-36.0,0,0.0,14.0,11.0,210,1,0.202609
1277,-8.0,1,0,3,-38.0,0,0.0,15.0,11.0,254,4,0.202734
1278,-10.0,0,0,1,-39.0,2,2.0,15.0,11.0,214,5,0.201052
1279,-6.0,0,0,2,-38.0,2,3.0,16.0,11.0,150,0,0.200608
1280,1.0,1,0,2,-32.0,2,4.0,15.0,11.0,146,0,0.200157
1281,2.0,2,0,2,-30.0,2,3.0,14.0,11.0,142,0,0.205556
1282,5.0,2,0,2,-29.0,3,5.0,14.0,11.0,106,0,0.210132
1283,3.0,2,0,2,-30.0,1,3.0,15.0,11.0,146,0,0.200115
1284,1.0,1,0,2,-31.0,2,4.0,14.0,11.0,122,0,0.204211
1285,0.0,2,0,4,-30.0,0,0.0,13.0,11.0,194,0,0.203533
1286,1.0,1,0,3,-30.0,2,3.0,13.0,11.0,178,0,0.201365
1287,4.0,1,0,4,-30.0,2,4.0,14.0,11.0,178,2,0.204234
1288,3.0,1,0,4,-31.0,2,4.0,14.0,11.0,250,0,0.202931
1289,11.0,2,0,2,-28.0,4,12.0,12.0,11.0,102,0,0.204626
1290,1.0,3,0,4,-30.0,0,0.0,13.0,11.0,158,0,0.202878
1291,0.0,2,0,4,-30.0,1,1.0,12.0,11.0,94,0,0.210415
1292,4.0,2,0,4,-28.0,2,3.0,12.0,11.0,122,0,0.20675
1293,5.0,2,0,4,-28.0,2,4.0,12.0,11.0,94,0,0.201659
1294,9.0,2,0,3,-26.0,3,6.0,13.0,11.0,98,0,0.203459
1295,10.0,4,0,4,-24.0,1,3.0,12.0,11.0,130,0,0.206131
1296,18.0,4,0,2,-22.0,3,9.0,14.0,11.0,110,0,0.20608
1297,8.0,5,0,2,-26.0,0,0.0,16.0,11.0,110,0,0.201743
1298,9.0,4,0,1,-25.0,1,5.0,13.0,11.0,98,0,0.203801
1299,17.0,4,0,1,-22.0,3,8.0,15.0,11.0,102,0,0.204248
1300,21.0,5,0,1,-20.0,3,11.0,13.0,11.0,62,0,0.201412
1301,18.0,6,0,4,-19.0,1,1.0,15.0,11.0,90,0,0.204666
1302,20.0,6,0,3,-18.0,2,4.0,14.0,11.0,66,0,0.206494
1303,17.0,6,0,3,-22.0,1,3.0,16.0,11.0,90,0,0.206618
1304,27.0,6,0,2,-19.0,3,10.0,17.0,11.0,74,0,0.209664
1305,25.0,6,0,1,-16.0,2,3.0,20.0,11.0,74,0,0.206889
1306,18.0,7,0,3,-21.0,0,0.0,18.0,11.0,82,0,0.204564
1307,6.0,6,0,1,-26.0,1,1.0,13.0,11.0,70,0,0.202074
1308,11.0,5,0,2,-24.0,1,1.0,16.0,11.0,90,0,0.203507
1309,6.0,5,0,2,-30.0,1,2.0,16.0,11.0,74,0,0.203324
1310,17.0,5,0,2,-22.0,3,5.0,16.0,11.0,78,0,0.209411
1311,23.0,7,0,2,-17.0,1,2.0,18.0,11.0,66,0,0.207635
1312,15.0,6,0,2,-24.0,1,2.0,18.0,11.0,82,0,0.207081
1313,13.0,5,0,2,-26.0,1,2.0,19.0,11.0,90,0,0.205981
1314,12.0,4,0,2,-27.0,2,3.0,19.0,11.0,110,0,0.206965
1315,20.0,4,0,3,-24.0,4,8.0,18.0,11.0,90,0,0.204144
1316,13.0,5,0,2,-28.0,1,3.0,20.0,11.0,90,0,0.212993
1317,13.0,4,0,2,-28.0,2,4.0,20.0,11.0,102,0,0.203743
1318,17.0,4,0,3,-27.0,2,5.0,21.0,11.0,78,0,0.210909
1319,5.0,3,0,2,-31.0,0,0.0,20.0,11.0,138,0,0.202145
1320,4.0,2,0,3,-32.0,1,1.0,19.0,11.0,110,0,0.201597
1321,8.0,2,0,2,-31.0,2,5.0,19.0,11.0,190,0,0.201332
1322,12.0,3,0,2,-24.0,3,4.0,16.0,11.0,86,0,0.207804
1323,7.0,3,0,2,-29.0,2,4.0,16.0,11.0,114,0,0.200028
1324,9.0,3,0,2,-25.0,2,2.0,16.0,11.0,118,0,0.20339
1325,3.0,3,0,3,-32.0,1,2.0,16.0,11.0,138,0,0.200203
1326,11.0,3,0,3,-30.0,2,7.0,17.0,11.0,102,0,0.204249
1327,12.0,4,0,3,-29.0,2,6.0,17.0,11.0,106,0,0.206256
1328,16.0,5,0,3,-24.0,1,1.0,20.0,11.0,90,0,0.209543
1329,9.0,5,0,3,-29.0,0,0.0,19.0,11.0,66,0,0.205415
1330,19.0,4,0,4,-23.0,2,4.0,19.0,11.0,94,0,0.207599
1331,11.0,4,0,3,-29.0,2,4.0,18.0,11.0,74,0,0.205384
1332,13.0,4,0,3,-28.0,2,5.0,18.0,11.0,90,0,0.202407
1333,9.0,5,0,3,-29.0,0,0.0,19.0,11.0,98,0,0.205393
1334,5.0,4,0,2,-29.0,1,1.0,16.0,11.0,94,0,0.206711
1335,9.0,4,0,2,-28.0,2,3.0,17.0,11.0,102,0,0.20412
1336,10.0,4,0,2,-26.0,1,2.0,17.0,11.0,102,0,0.204433
1337,8.0,4,0,3,-30.0,2,4.0,16.0,11.0,118,0,0.201208
1338,16.0,5,0,2,-26.0,3,10.0,14.0,11.0,86,0,0.211147
1339,14.0,6,0,2,-20.0,0,0.0,15.0,11.0,90,0,0.201353
1340,6.0,5,0,2,-27.0,0,0.0,15.0,11.0,86,0,0.204695
1341,1.0,4,0,2,-31.0,1,1.0,14.0,11.0,114,0,0.203265
1342,2.0,4,0,3,-30.0,0,0.0,14.0,11.0,114,0,0.201763
1343,1.0,3,0,4,-34.0,0,0.0,17.0,11.0,162,0,0.204971
1344,2.0,2,0,3,-33.0,2,2.0,17.0,11.0,142,0,0.202188
1345,5.0,2,0,3,-32.0,2,3.0,18.0,11.0,194,0,0.20296
1346,8.0,3,0,3,-30.0,2,5.0,16.0,11.0,122,0,0.203356
1347,12.0,3,0,3,-28.0,2,6.0,17.0,11.0,142,0,0.207677
1348,14.0,4,0,2,-29.0,2,6.0,20.0,11.0,90,0,0.208117
1349,19.0,5,0,3,-25.0,2,8.0,17.0,11.0,82,0,0.200723
1350,13.0,6,0,3,-22.0,0,0.0,15.0,11.0,94,0,0.209147
1351,11.0,5,0,1,-27.0,2,4.0,17.0,11.0,70,0,0.203417
1352,12.0,6,0,4,-27.0,0,0.0,18.0,11.0,98,0,0.200869
1353,12.0,5,0,2,-26.0,2,3.0,17.0,11.0,74,0,0.205777
1354,15.0,6,0,4,-24.0,1,1.0,17.0,11.0,94,0,0.20452
1355,17.0,6,0,2,-23.0,1,2.0,19.0,11.0,78,0,0.205875
1356,17.0,5,0,3,-22.0,1,2.0,18.0,11.0,86,0,0.204172
1357,21.0,5,0,2,-20.0,3,5.0,18.0,11.0,90,0,0.205696
1358,17.0,6,0,1,-24.0,2,8.0,15.0,11.0,66,0,0.219202
1359,17.0,6,0,1,-20.0,2,2.0,17.0,11.0,78,0,0.204635
1360,13.0,6,0,2,-24.0,1,2.0,16.0,11.0,58,0,0.203737
1361,12.0,6,0,2,-24.0,1,1.0,16.0,11.0,78,0,0.200345
1362,7.0,6,0,2,-29.0,1,1.0,16.0,11.0,86,0,0.202942
1363,6.0,6,0,2,-28.0,0,0.0,15.0,11.0,94,0,0.203267
1364,4.0,5,0,1,-28.0,0,0.0,15.0,11.0,110,0,0.205832
1365,6.0,4,0,1,-28.0,1,2.0,16.0,11.0,94,0,0.211927
1366,2.0,4,0,2,-33.0,1,3.0,15.0,11.0,122,0,0.200005
1367,0.0,4,0,3,-34.0,0,0.0,16.0,11.0,94,0,0.209869
1368,1.0,3,0,2,-34.0,1,2.0,17.0,11.0,114,0,0.205538
1369,0.0,3,0,2,-34.0,2,2.0,16.0,11.0,98,0,0.201598
1370,0.0,3,0,2,-34.0,2,3.0,15.0,11.0,118,0,0.203971
1371,2.0,3,0,2,-32.0,1,2.0,16.0,11.0,126,0,0.200125
1372,-3.0,3,0,3,-36.0,0,0.0,16.0,11.0,150,0,0.203737
1373,-6.0,2,0,2,-38.0,1,1.0,16.0,11.0,146,0,0.201665
1374,-5.0,2,0,3,-37.0,0,0.0,16.0,11.0,174,0,0.204335
1375,-6.0,1,0,3,-38.0,1,1.0,16.0,11.0,178,0,0.203079
1376,-5.0,1,0,3,-37.0,0,0.0,17.0,11.0,146,1,0.20112
1377,-5.0,0,0,2,-38.0,2,3.0,17.0,11.0,190,3,0.201068
1378,1.0,0,0,2,-36.0,4,8.0,16.0,11.0,130,0,0.201538
1379,8.0,2,0,2,-30.0,4,9.0,14.0,11.0,122,2,0.20608
1380,6.0,3,0,2,-28.0,1,4.0,14.0,11.0,142,0,0.205506
1381,4.0,3,0,1,-32.0,1,3.0,18.0,11.0,122,0,0.202304
