,total,available_cells,max_tile,monotonic,smoothness,merge_pairs,merge_score,center_edges_diff,max_tile_in_corner,depth,pruned,elapsed_time
1382,0.0,2,0,2,-36.0,2,4.0,17.0,11.0,138,0,0.202681
1383,2.0,2,0,3,-34.0,1,3.0,17.0,11.0,118,0,0.205822
1384,-1.0,2,0,3,-36.0,2,3.0,16.0,11.0,190,1,0.201287
1385,0.0,3,0,4,-34.0,0,0.0,16.0,11.0,138,3,0.20286
1386,-4.0,2,0,3,-34.0,1,1.0,13.0,11.0,150,0,0.202814
1387,-2.0,2,0,3,-34.0,1,2.0,14.0,11.0,190,3,0.201779
1388,-3.0,2,0,2,-33.0,1,1.0,14.0,11.0,122,1,0.204785
1389,1.0,2,0,2,-31.0,1,2.0,15.0,11.0,82,3,0.205131
1390,-3.0,2,0,3,-34.0,0,0.0,15.0,11.0,162,0,0.204331
1391,-5.0,1,0,3,-35.0,0,0.0,15.0,11.0,226,5,0.201391
1392,-3.0,0,0,2,-36.0,2,4.0,16.0,11.0,218,0,0.203077
1393,-3.0,0,0,2,-35.0,1,3.0,16.0,11.0,254,2,0.20136
1394,-5.0,0,0,3,-35.0,1,1.0,15.0,11.0,282,4,0.200145
1395,0.0,0,0,3,-34.0,3,5.0,15.0,11.0,230,3,0.200766
1396,-1.0,1,0,2,-32.0,1,2.0,15.0,11.0,146,2,0.205477
1397,1.0,1,0,2,-32.0,2,4.0,15.0,11.0,138,4,0.204957
1398,3.0,1,0,2,-32.0,2,5.0,16.0,11.0,150,0,0.202507
1399,3.0,2,0,3,-32.0,1,4.0,15.0,11.0,142,3,0.204132
1400,5.0,2,0,2,-32.0,3,9.0,13.0,11.0,106,0,0.204205
1401,12.0,4,0,2,-24.0,2,5.0,14.0,11.0,94,0,0.206008
1402,23.0,5,0,1,-21.0,3,9.0,18.0,11.0,82,0,0.209122
1403,14.0,5,0,1,-26.0,1,5.0,18.0,11.0,90,0,0.202421
1404,6.0,5,0,2,-27.0,0,0.0,15.0,11.0,106,0,0.20249
1405,7.0,4,0,2,-26.0,2,2.0,14.0,11.0,98,0,0.206155
1406,5.0,4,0,2,-28.0,1,2.0,14.0,11.0,98,0,0.202242
1407,7.0,4,0,2,-26.0,2,2.0,14.0,11.0,98,0,0.200177
1408,13.0,4,0,1,-24.0,2,4.0,17.0,11.0,74,0,0.202438
1409,12.0,5,0,3,-24.0,1,2.0,15.0,11.0,106,0,0.203348
1410,13.0,5,0,2,-22.0,1,1.0,16.0,11.0,86,0,0.202551
1411,14.0,5,0,3,-21.0,0,0.0,16.0,11.0,106,0,0.207973
1412,13.0,4,0,3,-22.0,1,1.0,16.0,11.0,122,0,0.203561
1413,9.0,4,0,3,-26.0,0,0.0,17.0,11.0,118,0,0.204286
1414,8.0,3,0,5,-27.0,0,0.0,16.0,11.0,158,3,0.20285
1415,4.0,2,0,2,-29.0,2,3.0,15.0,11.0,126,0,0.207612
1416,9.0,3,0,3,-26.0,2,4.0,14.0,11.0,150,0,0.200118
1417,12.0,4,0,2,-26.0,1,4.0,17.0,11.0,78,0,0.201348
1418,9.0,4,0,4,-28.0,2,3.0,15.0,11.0,122,0,0.201131
1419,15.0,5,0,3,-20.0,0,0.0,16.0,11.0,70,0,0.202239
1420,11.0,4,0,3,-25.0,1,1.0,17.0,11.0,122,0,0.203446
1421,11.0,4,0,3,-24.0,0,0.0,17.0,11.0,82,0,0.207123
1422,11.0,3,0,3,-25.0,1,1.0,18.0,11.0,150,0,0.203777
1423,14.0,3,0,2,-24.0,2,4.0,18.0,11.0,102,0,0.204094
1424,12.0,3,0,4,-26.0,1,3.0,17.0,11.0,122,0,0.20217
1425,10.0,3,0,5,-27.0,1,1.0,17.0,11.0,138,0,0.205045
1426,14.0,3,0,4,-26.0,2,4.0,18.0,11.0,126,0,0.2058
1427,7.0,3,0,5,-30.0,0,0.0,18.0,11.0,138,0,0.205405
1428,7.0,2,0,5,-30.0,1,1.0,18.0,11.0,178,0,0.202663
1429,8.0,2,0,4,-30.0,1,2.0,19.0,11.0,138,0,0.200308
1430,8.0,1,0,3,-30.0,3,4.0,19.0,11.0,110,0,0.204829
1431,9.0,1,0,4,-30.0,2,4.0,19.0,11.0,178,0,0.200698
1432,7.0,1,0,4,-30.0,2,2.0,19.0,11.0,138,0,0.20125
1433,7.0,1,0,3,-30.0,1,2.0,20.0,11.0,246,1,0.202548
1434,12.0,1,0,2,-29.0,3,7.0,20.0,11.0,130,2,0.202491
1435,13.0,2,0,4,-27.0,2,6.0,17.0,11.0,198,0,0.203112
1436,14.0,3,0,2,-26.0,1,5.0,19.0,11.0,114,0,0.201456
1437,19.0,3,0,3,-26.0,3,10.0,18.0,11.0,146,3,0.205579
1438,19.0,5,0,3,-21.0,2,9.0,12.0,11.0,90,0,0.207806
1439,18.0,5,0,1,-24.0,2,10.0,15.0,11.0,78,0,0.213951
1440,24.0,6,0,2,-24.0,2,10.0,19.0,11.0,78,0,0.200713
1441,16.0,6,0,2,-30.0,1,9.0,18.0,11.0,74,0,0.200314
1442,13.0,6,0,2,-24.0,2,5.0,13.0,11.0,70,0,0.208735
1443,13.0,7,0,0,-22.0,2,3.0,14.0,11.0,62,0,0.216153
1444,17.0,7,0,0,-20.0,2,4.0,15.0,11.0,70,0,0.212616
1445,15.0,8,0,0,-20.0,0,0.0,16.0,11.0,70,0,0.203657
1446,10.0,7,0,0,-25.0,1,1.0,16.0,11.0,78,0,0.200955
1447,16.0,7,0,0,-20.0,1,2.0,16.0,11.0,74,0,0.204936
1448,15.0,7,0,0,-19.0,0,0.0,16.0,11.0,66,0,0.202789
1449,17.0,6,0,0,-18.0,2,2.0,16.0,11.0,82,0,0.201653
1450,20.0,6,0,0,-18.0,2,3.0,18.0,11.0,46,0,0.200079
1451,20.0,7,0,1,-18.0,1,3.0,16.0,11.0,74,0,0.207518
1452,17.0,7,0,1,-22.0,2,5.0,15.0,11.0,58,0,0.203375
1453,23.0,8,0,1,-17.0,1,2.0,18.0,11.0,74,0,0.208121
1454,21.0,8,0,1,-18.0,0,0.0,19.0,11.0,70,0,0.20477
1455,19.0,7,0,3,-20.0,0,0.0,18.0,11.0,82,0,0.202502
1456,13.0,6,0,0,-23.0,2,6.0,13.0,11.0,70,0,0.206627
1457,24.0,7,0,1,-19.0,2,8.0,16.0,11.0,78,0,0.205299
1458,16.0,8,0,1,-20.0,1,1.0,15.0,11.0,70,0,0.205041
1459,16.0,8,0,2,-20.0,0,0.0,15.0,11.0,62,0,0.206923
1460,13.0,7,0,2,-23.0,1,1.0,15.0,11.0,82,0,0.208922
1461,14.0,7,0,2,-21.0,0,0.0,15.0,11.0,62,0,0.201401
1462,13.0,6,0,2,-22.0,0,0.0,16.0,11.0,86,0,0.200754
1463,12.0,5,0,3,-22.0,1,1.0,14.0,11.0,90,0,0.207445
1464,9.0,5,0,2,-26.0,1,2.0,15.0,11.0,98,0,0.201911
1465,11.0,5,0,1,-26.0,2,6.0,14.0,11.0,90,0,0.207634
1466,6.0,5,0,1,-28.0,1,1.0,16.0,11.0,94,0,0.201324
1467,5.0,5,0,2,-28.0,0,0.0,15.0,11.0,106,0,0.207823
1468,2.0,4,0,1,-29.0,1,1.0,14.0,11.0,82,0,0.208704
1469,6.0,4,0,1,-28.0,2,4.0,14.0,11.0,102,0,0.204778
1470,9.0,4,0,3,-22.0,2,2.0,11.0,11.0,66,0,0.207597
1471,5.0,4,0,3,-27.0,1,2.0,12.0,11.0,98,0,0.203389
1472,10.0,3,0,3,-22.0,1,2.0,13.0,11.0,90,0,0.207231
1473,3.0,3,0,3,-29.0,1,2.0,13.0,11.0,138,0,0.200437
1474,6.0,3,0,2,-29.0,3,7.0,12.0,11.0,110,0,0.202965
1475,11.0,4,0,2,-25.0,2,6.0,13.0,11.0,102,0,0.20646
1476,3.0,4,0,2,-31.0,1,4.0,13.0,11.0,102,0,0.207648
1477,0.0,3,0,2,-34.0,1,4.0,14.0,11.0,114,0,0.205001
1478,1.0,2,0,2,-34.0,3,6.0,14.0,11.0,114,0,0.200849
1479,0.0,2,0,3,-34.0,1,4.0,14.0,11.0,134,0,0.204645
1480,0.0,1,0,1,-31.0,3,4.0,14.0,11.0,106,0,0.205803
1481,2.0,3,0,3,-28.0,0,0.0,13.0,11.0,142,0,0.204754
1482,5.0,2,0,2,-28.0,2,4.0,14.0,11.0,94,0,0.201025
1483,13.0,3,0,2,-26.0,4,11.0,12.0,11.0,98,0,0.202863
1484,8.0,4,0,1,-26.0,2,4.0,14.0,11.0,70,0,0.205571
1485,6.0,5,0,2,-28.0,1,3.0,13.0,11.0,94,0,0.20508
1486,6.0,5,0,2,-28.0,1,4.0,12.0,11.0,106,0,0.20853
1487,16.0,5,0,2,-28.0,3,7.0,19.0,11.0,82,0,0.207806
1488,16.0,5,0,2,-28.0,2,6.0,20.0,11.0,66,0,0.20239
1489,17.0,5,0,2,-26.0,2,6.0,19.0,11.0,82,0,0.204246
1490,16.0,6,0,4,-24.0,1,2.0,17.0,11.0,78,0,0.203244
1491,11.0,6,0,1,-23.0,1,1.0,15.0,11.0,86,0,0.202728
1492,15.0,6,0,4,-24.0,0,0.0,18.0,11.0,82,0,0.201988
1493,9.0,5,0,1,-24.0,1,3.0,13.0,11.0,90,0,0.20891
1494,11.0,4,0,1,-22.0,2,4.0,13.0,11.0,102,0,0.208563
1495,11.0,4,0,1,-24.0,2,5.0,14.0,11.0,102,0,0.207666
1496,10.0,4,0,3,-28.0,1,3.0,17.0,11.0,106,0,0.208183
1497,13.0,4,0,3,-26.0,2,2.0,19.0,11.0,94,0,0.210635
1498,14.0,4,0,3,-25.0,2,4.0,17.0,11.0,102,0,0.203976
1499,14.0,4,0,4,-28.0,2,4.0,19.0,11.0,86,0,0.207341
1500,16.0,4,0,4,-26.0,2,5.0,18.0,11.0,86,0,0.203781
1501,9.0,5,0,3,-28.0,0,0.0,18.0,11.0,86,0,0.202474
1502,11.0,4,0,2,-27.0,3,6.0,15.0,11.0,78,0,0.214044
1503,14.0,5,0,4,-24.0,2,2.0,16.0,11.0,86,0,0.207039
1504,13.0,5,0,3,-24.0,1,2.0,16.0,11.0,74,0,0.208505
1505,12.0,5,0,3,-26.0,1,1.0,18.0,11.0,86,0,0.200773
1506,15.0,5,0,3,-23.0,1,1.0,18.0,11.0,86,0,0.201667
1507,14.0,5,0,3,-24.0,0,0.0,19.0,11.0,106,0,0.204495
1508,11.0,4,0,3,-26.0,0,0.0,19.0,11.0,106,0,0.209041
1509,9.0,3,0,3,-27.0,1,1.0,18.0,11.0,122,0,0.205319
1510,14.0,3,0,2,-25.0,2,4.0,19.0,11.0,70,0,0.202263
1511,18.0,3,0,2,-24.0,3,8.0,18.0,11.0,86,0,0.208122
1512,18.0,4,0,3,-23.0,2,4.0,19.0,11.0,102,0,0.20215
1513,13.0,5,0,4,-25.0,0,0.0,18.0,11.0,90,0,0.2016
1514,12.0,4,0,2,-24.0,1,4.0,15.0,11.0,102,0,0.208267
1515,16.0,4,0,3,-24.0,2,6.0,16.0,11.0,118,0,0.200925
1516,16.0,5,0,2,-23.0,2,8.0,13.0,11.0,90,0,0.205272
1517,9.0,5,0,1,-31.0,2,9.0,14.0,11.0,74,0,0.204534
1518,13.0,6,0,1,-26.0,1,3.0,18.0,11.0,78,0,0.207706
1519,15.0,5,0,1,-26.0,3,5.0,19.0,11.0,54,0,0.204001
1520,18.0,5,0,1,-26.0,3,7.0,20.0,11.0,78,0,0.200771
1521,12.0,5,0,1,-28.0,1,3.0,20.0,11.0,66,0,0.207063
1522,10.0,5,0,2,-27.0,1,1.0,18.0,11.0,86,0,0.208862
1523,8.0,4,0,1,-29.0,2,3.0,18.0,11.0,74,0,0.205455
1524,9.0,3,0,1,-29.0,4,5.0,18.0,11.0,78,0,0.200188
1525,16.0,3,0,1,-22.0,4,6.0,17.0,11.0,78,0,0.208825
1526,11.0,5,0,2,-26.0,2,5.0,14.0,11.0,78,0,0.205349
1527,9.0,6,0,2,-26.0,0,0.0,16.0,11.0,90,0,0.204932
1528,10.0,5,0,2,-25.0,2,2.0,15.0,11.0,70,0,0.209888
1529,11.0,5,0,3,-25.0,1,1.0,16.0,11.0,98,0,0.201927
1530,11.0,5,0,2,-25.0,1,2.0,16.0,11.0,58,0,0.200457
1531,13.0,5,0,4,-26.0,2,4.0,15.0,11.0,102,0,0.200973
1532,22.0,6,0,3,-19.0,3,7.0,14.0,11.0,62,0,0.202186
1533,27.0,7,0,2,-13.0,2,4.0,16.0,11.0,70,0,0.201852
1534,15.0,7,0,1,-21.0,0,0.0,17.0,11.0,82,0,0.207502
1535,4.0,6,0,2,-30.0,0,0.0,15.0,11.0,94,0,0.206561
1536,10.0,5,0,2,-24.0,2,2.0,14.0,11.0,74,0,0.202844
1537,8.0,6,0,2,-27.0,1,2.0,14.0,11.0,82,0,0.204121
1538,9.0,6,0,3,-26.0,0,0.0,15.0,11.0,86,0,0.205
1539,9.0,5,0,1,-26.0,1,2.0,16.0,11.0,74,0,0.20148
1540,4.0,5,0,2,-30.0,0,0.0,16.0,11.0,102,0,0.20865
1541,7.0,4,0,1,-28.0,2,2.0,17.0,11.0,66,0,0.204833
1542,6.0,4,0,2,-28.0,1,1.0,16.0,11.0,122,0,0.204356
1543,9.0,4,0,2,-27.0,2,3.0,16.0,11.0,70,0,0.209958
1544,16.0,5,0,2,-24.0,2,6.0,16.0,11.0,82,0,0.207341
1545,11.0,5,0,2,-26.0,1,4.0,15.0,11.0,90,0,0.203025
1546,12.0,4,0,2,-28.0,2,5.0,18.0,11.0,102,0,0.208119
1547,11.0,4,0,2,-28.0,1,4.0,18.0,11.0,102,0,0.207663
1548,13.0,3,0,1,-27.0,3,6.0,19.0,11.0,90,0,0.203044
1549,12.0,3,0,1,-28.0,2,6.0,19.0,11.0,118,0,0.206889
1550,16.0,3,0,1,-27.0,4,9.0,19.0,11.0,70,0,0.204442
1551,14.0,3,0,1,-28.0,2,7.0,20.0,11.0,102,0,0.206543
1552,12.0,2,0,1,-30.0,3,8.0,20.0,11.0,78,0,0.204494
1553,15.0,2,0,1,-29.0,3,9.0,21.0,11.0,118,0,0.204797
1554,14.0,2,0,2,-30.0,3,10.0,19.0,11.0,94,0,0.201663
1555,7.0,2,0,2,-32.0,2,5.0,19.0,11.0,122,0,0.201986
1556,7.0,3,0,3,-30.0,2,3.0,17.0,11.0,118,3,0.200898
1557,7.0,3,0,1,-32.0,2,6.0,18.0,11.0,118,0,0.202907
1558,6.0,3,0,2,-34.0,2,5.0,19.0,11.0,118,0,0.203481
1559,12.0,3,0,1,-30.0,3,7.0,20.0,11.0,82,0,0.202937
1560,10.0,5,0,2,-28.0,1,3.0,17.0,11.0,90,0,0.204909
1561,7.0,5,0,3,-30.0,1,1.0,17.0,11.0,86,0,0.201131
1562,14.0,5,0,1,-26.0,3,9.0,14.0,11.0,74,0,0.201185
1563,11.0,7,0,2,-24.0,0,0.0,15.0,11.0,74,0,0.205174
1564,12.0,6,0,2,-23.0,0,0.0,16.0,11.0,90,0,0.207086
1565,14.0,5,0,2,-23.0,2,2.0,17.0,11.0,90,0,0.204232
1566,11.0,5,0,3,-25.0,0,0.0,17.0,11.0,110,0,0.205486
1567,6.0,4,0,5,-29.0,0,0.0,15.0,11.0,142,0,0.205773
1568,-28.0,3,0,1,-32.0,0,0.0,0.0,0.0,154,0,0.202011
1569,0.0,2,0,4,-34.0,1,1.0,16.0,11.0,190,0,0.202148
1570,1.0,2,0,3,-34.0,1,2.0,17.0,11.0,106,0,0.206282
1571,3.0,2,0,3,-34.0,2,4.0,17.0,11.0,138,0,0.200266
1572,7.0,2,0,3,-32.0,4,7.0,16.0,11.0,98,0,0.201918
1573,11.0,4,0,3,-24.0,3,5.0,12.0,11.0,90,0,0.202945
1574,14.0,4,0,3,-23.0,3,5.0,14.0,11.0,70,0,0.208406
1575,11.0,5,0,2,-25.0,1,2.0,16.0,11.0,102,0,0.204554
1576,4.0,5,0,2,-30.0,0,0.0,16.0,11.0,90,0,0.203831
1577,-1.0,4,0,2,-32.0,0,0.0,14.0,11.0,118,0,0.203164
1578,-6.0,3,0,2,-36.0,0,0.0,14.0,11.0,146,0,0.200036
1579,-7.0,2,0,2,-38.0,2,2.0,14.0,11.0,126,1,0.206573
1580,-4.0,3,0,3,-34.0,0,0.0,13.0,11.0,138,0,0.200913
1581,0.0,2,0,3,-34.0,2,4.0,14.0,11.0,138,1,0.201436
1582,-2.0,2,0,4,-35.0,1,2.0,14.0,11.0,194,1,0.201394
1583,-4.0,2,0,2,-35.0,1,1.0,15.0,11.0,138,3,0.205895
1584,-3.0,2,0,3,-34.0,0,0.0,15.0,11.0,230,3,0.20166
1585,-5.0,1,0,4,-36.0,0,0.0,15.0,11.0,190,3,0.204066
1586,-3.0,0,0,3,-36.0,2,4.0,15.0,11.0,182,0,0.206333
1587,0.0,0,0,4,-35.0,3,6.0,14.0,11.0,118,0,0.205448
1588,3.0,2,0,2,-35.0,3,9.0,14.0,11.0,102,0,0.200663
1589,10.0,3,0,3,-32.0,3,11.0,14.0,11.0,118,0,0.202648
1590,9.0,4,0,2,-27.0,4,8.0,11.0,11.0,90,0,0.20591
1591,7.0,5,0,2,-25.0,1,1.0,13.0,11.0,106,0,0.205051
1592,12.0,5,0,2,-24.0,2,4.0,14.0,11.0,90,0,0.20786
1593,9.0,5,0,4,-27.0,1,3.0,13.0,11.0,66,0,0.200009
1594,7.0,5,0,4,-29.0,1,4.0,12.0,11.0,82,0,0.206269
1595,-1.0,4,0,2,-34.0,2,5.0,11.0,11.0,78,0,0.204277
1596,1.0,5,0,2,-32.0,1,2.0,13.0,11.0,102,0,0.201631
1597,0.0,5,0,1,-32.0,0,0.0,15.0,11.0,102,0,0.204349
1598,-4.0,4,0,2,-36.0,1,1.0,14.0,11.0,102,0,0.201892
1599,-4.0,4,0,2,-36.0,0,0.0,15.0,11.0,102,0,0.203946
1600,-3.0,3,0,1,-35.0,2,2.0,15.0,11.0,114,0,0.207425
1601,-3.0,3,0,1,-36.0,1,2.0,16.0,11.0,130,0,0.20051
1602,0.0,3,0,2,-36.0,3,5.0,15.0,11.0,86,0,0.203961
1603,1.0,3,0,2,-34.0,2,4.0,15.0,11.0,118,0,0.205407
1604,2.0,3,0,3,-35.0,2,5.0,15.0,11.0,78,0,0.206689
1605,-4.0,4,0,4,-36.0,0,0.0,13.0,11.0,118,0,0.205097
1606,-9.0,3,0,3,-37.0,0,0.0,11.0,11.0,122,0,0.201564
1607,-11.0,2,0,4,-42.0,0,0.0,14.0,11.0,178,2,0.200634
1608,-11.0,1,0,2,-42.0,2,2.0,15.0,11.0,174,0,0.200674
1609,-12.0,1,0,4,-42.0,0,0.0,14.0,11.0,222,2,0.200594
1610,-9.0,0,0,3,-42.0,3,4.0,15.0,11.0,174,0,0.202568
1611,-7.0,0,0,3,-41.0,3,5.0,15.0,11.0,190,5,0.200253
1612,-8.0,1,0,3,-40.0,1,3.0,14.0,11.0,258,4,0.202258
1613,-9.0,1,0,3,-42.0,1,4.0,14.0,11.0,182,0,0.203082
1614,-7.0,1,0,1,-41.0,4,9.0,12.0,11.0,114,0,0.201047
1615,-4.0,4,0,3,-34.0,0,0.0,12.0,11.0,110,0,0.202835
1616,-6.0,3,0,3,-35.0,1,1.0,11.0,11.0,110,0,0.204636
1617,-2.0,3,0,3,-34.0,2,3.0,12.0,11.0,98,0,0.207748
1618,1.0,4,0,3,-31.0,1,2.0,12.0,11.0,122,0,0.202414
1619,10.0,4,0,2,-28.0,3,7.0,14.0,11.0,98,0,0.201493
1620,3.0,5,0,2,-30.0,0,0.0,15.0,11.0,110,0,0.20211
1621,-2.0,4,0,3,-33.0,0,0.0,13.0,11.0,126,0,0.206124
1622,-6.0,3,0,3,-36.0,1,1.0,12.0,11.0,130,0,0.20191
1623,0.0,3,0,4,-34.0,2,3.0,13.0,11.0,118,0,0.206552
1624,-1.0,3,0,3,-32.0,1,2.0,12.0,11.0,70,0,0.204999
1625,1.0,3,0,3,-32.0,2,4.0,12.0,11.0,118,0,0.202465
1626,1.0,3,0,3,-32.0,1,3.0,13.0,11.0,90,0,0.200724
1627,-1.0,3,0,4,-32.0,1,1.0,12.0,11.0,126,0,0.200545
1628,0.0,3,0,3,-32.0,1,2.0,13.0,11.0,98,0,0.207193
1629,-1.0,3,0,4,-33.0,1,1.0,13.0,11.0,138,0,0.202448
1630,-1.0,3,0,4,-32.0,0,0.0,13.0,11.0,170,0,0.202225
1631,-3.0,2,0,4,-34.0,0,0.0,14.0,11.0,206,0,0.200791
1632,-5.0,1,0,4,-36.0,1,1.0,14.0,11.0,178,0,0.204103
1633,-2.0,1,0,4,-35.0,1,2.0,15.0,11.0,234,1,0.201158
1634,-6.0,1,0,4,-36.0,0,0.0,14.0,11.0,230,2,0.201128
1635,-5.0,0,0,4,-36.0,2,2.0,14.0,11.0,146,0,0.204187
1636,-3.0,0,0,4,-36.0,2,3.0,15.0,11.0,194,3,0.201307
1637,-3.0,0,0,4,-35.0,1,2.0,15.0,11.0,242,5,0.202641
1638,-3.0,0,0,3,-36.0,2,4.0,15.0,11.0,194,0,0.203842
1639,0.0,0,0,4,-35.0,3,6.0,14.0,11.0,154,0,0.200506
1640,-1.0,2,0,4,-35.0,2,4.0,13.0,11.0,138,0,0.200842
1641,-4.0,2,0,3,-34.0,1,1.0,13.0,11.0,138,2,0.202742
1642,-4.0,2,0,4,-34.0,0,0.0,13.0,11.0,174,5,0.203851
1643,-6.0,1,0,4,-36.0,0,0.0,14.0,11.0,230,4,0.20055
1644,-3.0,0,0,4,-38.0,2,6.0,14.0,11.0,190,5,0.202197
1645,-5.0,0,0,4,-36.0,1,1.0,15.0,11.0,182,1,0.205284
1646,-1.0,0,0,4,-34.0,2,3.0,15.0,11.0,142,0,0.205642
1647,1.0,1,0,4,-33.0,1,3.0,15.0,11.0,118,5,0.2003
1648,1.0,0,0,4,-34.0,2,4.0,16.0,11.0,118,0,0.201656
1649,2.0,0,0,4,-34.0,2,5.0,16.0,11.0,158,0,0.20099
1650,1.0,0,0,3,-35.0,2,6.0,16.0,11.0,218,0,0.201251
1651,-5.0,0,0,4,-37.0,1,1.0,16.0,11.0,210,3,0.201903
